SaleKey,DateKey,ProductKey,BranchKey,EmployeeKey,Quantity,UnitPrice,DiscountRate,TotalAmount,CostAmount,ProfitAmount,OrderStatus,PaymentMethod
38305,39.0,331,1,4,1,601.08,0.0,601.08,416,185.08,مكتمل,نقدي
38306,515.0,225,2,2,2,56.66,0.15,96.32,92,4.32,مكتمل,بطاقة
38307,40.0,642,1,81,2,430.64,0.1,775.16,682,93.16,مكتمل,أبل باي
38308,324.0,552,2,2,9,190.8,0.15,1459.62,1449,10.62,مكتمل,نقدي
38309,40.0,527,3,72,8,589.18,0.1,4242.08,3272,970.08,مكتمل,بطاقة
38310,,13,5,91,2,130.76,0.05,248.44,206,42.44,مكتمل,مدى
38311,444.0,759,2,9,8,191.06,0.0,1528.48,1136,392.48,مكتمل,أبل باي
38312,409.0,10,4,54,1,430.4,0.15,365.84,364,1.84,مكتمل,بطاقة
38313,60.0,706,2,26,10,574.96,0.0,5749.6,4080,1669.6,مكتمل,بطاقة
38314,,646,4,95,8,454.91,0.0,3639.28,3096,543.28,مكتمل,نقدي
38315,343.0,527,4,116,1,589.18,0.0,589.18,409,180.18,مكتمل,مدى
38316,450.0,355,1,66,7,639.16,0.05,4250.4,3381,869.4,مكتمل,نقدي
38317,278.0,508,5,75,9,170.48,0.2,1227.42,1161,66.42,مكتمل,بطاقة
38318,85.0,530,5,22,4,453.34,0.15,1541.36,1340,201.36,مكتمل,نقدي
38319,304.0,208,1,81,10,222.67,0.0,2226.7,1650,576.7,مكتمل,بطاقة
38320,148.0,799,3,72,2,87.36,0.1,157.24,144,13.24,مكتمل,مدى
38321,262.0,246,5,75,10,601.62,0.0,6016.2,4560,1456.2,مكتمل,نقدي
38322,104.0,158,2,67,13,378.12,0.0,4915.56,3965,950.56,مكتمل,نقدي
38323,58.0,151,1,123,5,541.11,0.0,2705.55,2335,370.55,مكتمل,أبل باي
38324,202.0,32,4,90,4,445.36,0.05,1692.36,1268,424.36,مكتمل,بطاقة
38325,492.0,171,1,12,5,631.74,0.2,2526.95,2440,86.95,مكتمل,بطاقة
38326,67.0,172,4,98,8,247.65,0.0,1981.2,1424,557.2,مسترجع,بطاقة
38327,,328,5,38,9,50.0,0.05,427.5,3960,-3532.5,مكتمل,بطاقة
38328,1.0,85,4,54,7,507.63,0.1,3198.09,2702,496.09,مكتمل,بطاقة
38329,133.0,262,2,67,2,234.77,0.0,469.54,326,143.54,مكتمل,تمارا
38330,129.0,603,1,4,4,426.3,0.05,1619.92,1248,371.92,مكتمل,مدى
38331,227.0,551,1,105,1,360.86,0.1,324.77,307,17.77,مكتمل,مدى
38332,492.0,565,3,72,9,262.12,0.2,1887.3,1998,-110.7,مكتمل,مدى
38333,83.0,777,1,118,4,401.25,0.2,1284.0,1164,120.0,مكتمل,أبل باي
38334,379.0,327,2,9,7,430.37,0.1,2711.31,2576,135.31,مكتمل,نقدي
38335,263.0,213,1,4,5,435.87,0.1,1961.4,1870,91.4,مكتمل,بطاقة
38336,,759,2,68,9,191.06,0.15,1461.6,1278,183.6,مكتمل,مدى
38337,53.0,423,1,66,2,97.15,0.1,174.88,162,12.88,مكتمل,بطاقة
38338,298.0,191,4,54,6,591.83,0.0,3550.98,2574,976.98,مكتمل,نقدي
38339,400.0,304,1,112,6,340.22,0.1,1837.2,1608,229.2,مكتمل,بطاقة
38340,33.0,83,3,44,3,150.02,0.05,427.56,354,73.56,مكتمل,مدى
38341,581.0,288,5,38,-7,408.14,0.0,124088.75029355552,1995,861.98,مكتمل,أبل باي
38342,263.0,473,2,26,4,404.1,0.15,1373.92,1388,-14.08,مكتمل,أبل باي
38343,339.0,349,5,55,2,293.11,0.15,498.28,484,14.28,مكتمل,بطاقة
38344,197.0,220,3,44,1,136.86,0.0,136.86,97,39.86,مكتمل,بطاقة
38345,517.0,457,1,12,4,50.0,0.1,180.0,1220,-1040.0,مكتمل,تمارا
38346,67.0,645,3,44,9,651.29,0.05,5568.57,4176,1392.57,مكتمل,بطاقة
38347,411.0,169,1,4,4,533.91,0.15,1815.28,1628,187.28,مكتمل,مدى
38348,261.0,643,1,5,6,398.8,0.0,2392.8,1656,736.8,مكتمل,مدى
38349,210.0,513,3,44,3,621.67,0.05,1771.77,1470,301.77,مكتمل,بطاقة
38350,95.0,653,1,4,2,483.7,0.0,967.4,798,169.4,مكتمل,نقدي
38351,,607,3,72,7,348.77,0.15,2075.15,1820,255.15,مكتمل,نقدي
38352,170.0,680,3,72,4,628.2,0.0,2512.8,1736,776.8,مكتمل,بطاقة
38353,524.0,193,2,17,7,356.76,0.15,2122.75,2170,-47.25,مكتمل,أبل باي
38354,154.0,751,5,91,4,634.15,0.15,2156.12,1812,344.12,مكتمل,بطاقة
38355,338.0,146,1,4,7,581.68,0.0,4071.76,3108,963.76,مكتمل,تمارا
38356,305.0,739,2,65,5,334.37,0.0,1671.85,1265,406.85,مكتمل,مدى
38357,280.0,120,2,103,3,332.05,0.0,996.15,858,138.15,ملغي,تمارا
38358,10.0,505,5,91,8,66.0,0.15,448.8,456,-7.2,مكتمل,بطاقة
38359,,58,1,123,5,59.39,0.0,296.95,230,66.95,مكتمل,أبل باي
38360,403.0,355,1,12,8,639.16,0.1,4601.92,3864,737.92,مكتمل,تمارا
38361,265.0,764,5,75,10,215.15,0.1,1936.4,1590,346.4,مكتمل,نقدي
38362,464.0,66,2,2,10,50.0,0.0,500.0,4690,-4190.0,مكتمل,بطاقة
38363,53.0,283,2,103,2,330.69,0.0,661.38,524,137.38,مكتمل,تمارا
38364,256.0,600,3,44,2,69.53,0.0,139.06,98,41.06,مكتمل,بطاقة
38365,335.0,782,3,44,6,608.04,0.05,3465.84,2694,771.84,مكتمل,مدى
38366,542.0,160,4,36,4,72.05,0.1,259.36,236,23.36,مكتمل,بطاقة
38367,249.0,634,1,4,7,626.25,0.2,3507.0,3451,56.0,مكتمل,تمارا
38368,429.0,463,2,84,1,334.06,0.0,334.06,259,75.06,مكتمل,مدى
38369,91.0,340,1,5,14,474.18,0.0,6638.52,4620,2018.52,مكتمل,بطاقة
38370,342.0,204,1,123,8,405.84,0.2,2597.36,2480,117.36,مكتمل,بطاقة
38371,503.0,391,4,54,1,500.67,0.2,400.54,387,13.54,مكتمل,مدى
38372,476.0,100,1,41,6,278.12,0.15,1418.4,1344,74.4,مكتمل,نقدي
38373,77.0,257,3,44,1,241.01,0.2,192.81,191,1.81,مسترجع,تمارا
38374,519.0,685,3,72,1,135.25,0.1,121.72,117,4.72,مكتمل,نقدي
38375,290.0,159,1,66,9,334.05,0.15,2555.46,2142,413.46,مكتمل,بطاقة
38376,368.0,66,4,54,6,50.0,0.0,300.0,2814,-2514.0,مكتمل,تمارا
38377,427.0,46,1,81,14,266.09,0.0,3725.26,2982,743.26,مكتمل,بطاقة
38378,133.0,749,1,41,10,47.25,0.0,472.5,380,92.5,مكتمل,مدى
38379,440.0,751,1,4,5,634.15,0.0,3170.75,2265,905.75,مكتمل,أبل باي
38380,47.0,338,3,44,6,106.67,0.15,544.02,534,10.02,مكتمل,نقدي
38381,256.0,200,3,72,1,480.7,0.15,408.6,334,74.6,مكتمل,مدى
38382,139.0,511,4,36,8,231.62,0.0,1852.96,1512,340.96,مكتمل,نقدي
38383,237.0,516,4,36,1,448.9,0.0,448.9,313,135.9,مكتمل,تمارا
38384,461.0,158,3,72,10,378.12,0.2,3025.0,3050,-25.0,مكتمل,أبل باي
38385,139.0,648,3,72,2,495.11,0.0,990.22,688,302.22,مكتمل,تمارا
38386,,588,2,103,2,681.06,0.1,53245.17461965772,964,261.9,مكتمل,نقدي
38387,67.0,445,2,126,1,540.42,0.15,459.36,453,6.36,مكتمل,مدى
38388,455.0,186,4,95,11,79.44,0.0,873.84,605,268.84,مكتمل,بطاقة
38389,91.0,134,3,44,4,7.41,0.0,29.64,24,5.64,مكتمل,أبل باي
38390,500.0,93,1,12,10,14.54,0.0,145.4,110,35.4,مكتمل,مدى
38391,533.0,685,2,26,7,135.25,0.2,757.4,819,-61.6,مسترجع,بطاقة
38392,80.0,188,1,19,9,96.13,0.0,865.17,603,262.17,مكتمل,أبل باي
38393,506.0,764,3,72,7,215.15,0.0,1506.05,1113,393.05,مكتمل,بطاقة
38394,220.0,626,5,22,6,354.02,0.05,2017.92,1770,247.92,مكتمل,مدى
38395,125.0,606,2,103,10,590.36,0.1,5313.2,4110,1203.2,ملغي,بطاقة
38396,444.0,693,4,90,1,396.56,0.0,396.56,292,104.56,مكتمل,بطاقة
38397,453.0,286,1,41,2,104.7,0.2,167.52,152,15.52,مكتمل,مدى
38398,472.0,76,1,81,7,60.45,0.0,423.15,343,80.15,ملغي,بطاقة
38399,210.0,776,1,41,3,69.73,0.05,198.72,162,36.72,مكتمل,نقدي
38400,392.0,769,5,55,10,371.12,0.0,3711.2,2690,1021.2,مكتمل,تمارا
38401,88.0,564,1,12,4,455.69,0.05,1731.64,1568,163.64,مكتمل,تمارا
38402,226.0,59,1,105,1,617.45,0.05,586.58,492,94.58,مكتمل,مدى
38403,86.0,386,2,89,8,487.42,0.0,3899.36,2864,1035.36,مكتمل,أبل باي
38404,221.0,783,2,103,6,632.82,0.0,3796.92,2700,1096.92,مكتمل,بطاقة
38405,6.0,66,3,44,3,50.0,0.0,150.0,1407,-1257.0,مكتمل,أبل باي
38406,66.0,19,1,81,5,36.79,0.2,147.15,135,12.15,مكتمل,أبل باي
38407,169.0,491,1,19,5,50.0,0.05,237.5,555,-317.5,مكتمل,بطاقة
38408,399.0,370,3,44,6,537.26,0.05,3062.4,2298,764.4,مكتمل,بطاقة
38409,282.0,141,5,75,7,27.32,0.2,153.02,161,-7.98,مكتمل,أبل باي
38410,539.0,238,3,72,7,165.21,0.0,1156.47,903,253.47,مكتمل,مدى
38411,309.0,68,2,97,10,50.0,0.1,450.0,1590,-1140.0,مكتمل,مدى
38412,449.0,201,3,44,5,302.35,0.0,1511.75,1115,396.75,مكتمل,أبل باي
38413,452.0,342,4,116,14,361.27,0.2,4046.28,4228,-181.72,مكتمل,نقدي
38414,148.0,57,1,105,10,575.0,0.2,4600.0,4550,50.0,مكتمل,مدى
38415,451.0,738,1,105,2,570.19,0.0,1140.38,910,230.38,مكتمل,مدى
38416,94.0,611,1,93,5,45.01,0.05,213.8,195,18.8,مكتمل,أبل باي
38417,221.0,645,4,116,3,651.29,0.0,1953.87,1392,561.87,مكتمل,مدى
38418,131.0,434,3,72,4,558.18,0.2,1786.16,1780,6.16,مكتمل,بطاقة
38419,321.0,142,3,72,7,79.09,0.0,553.63,392,161.63,مكتمل,بطاقة
38420,250.0,554,3,44,1,340.53,0.15,289.45,254,35.45,مكتمل,بطاقة
38421,120.0,284,3,72,5,23.67,0.0,118.35,95,23.35,مكتمل,تمارا
38422,5.0,27,2,89,3,400.93,0.0,1202.79,903,299.79,مكتمل,تمارا
38423,94.0,576,2,103,9,401.92,0.1,3255.57,2700,555.57,مكتمل,بطاقة
38424,127.0,600,2,2,10,69.53,0.2,556.2,490,66.2,مكتمل,بطاقة
38425,24.0,229,5,75,1,38.03,0.15,32.33,33,-0.67,مكتمل,أبل باي
38426,84.0,243,4,36,1,164.45,0.0,164.45,136,28.45,مكتمل,أبل باي
38427,350.0,92,5,22,3,92.55,0.2,222.12,207,15.12,مكتمل,نقدي
38428,235.0,277,4,95,5,511.79,0.2,2047.15,2115,-67.85,مكتمل,نقدي
38429,34.0,353,5,22,9,62.92,0.15,481.32,486,-4.68,مكتمل,بطاقة
38430,119.0,331,1,81,13,601.08,0.2,6251.18,5408,843.18,مكتمل,أبل باي
38431,41.0,433,2,64,10,509.49,0.0,5094.9,3540,1554.9,مكتمل,تمارا
38432,,24,1,94,13,131.44,0.15,1452.36,1339,113.36,مكتمل,مدى
38433,394.0,104,3,44,2,303.16,0.05,576.0,490,86.0,مكتمل,مدى
38434,503.0,242,4,36,6,569.7,0.0,3418.2,2544,874.2,مكتمل,أبل باي
38435,236.0,87,1,63,6,504.64,0.0,3027.84,2310,717.84,مكتمل,نقدي
38436,546.0,440,4,95,3,46.03,0.0,138.09,117,21.09,مكتمل,تمارا
38437,239.0,341,1,81,2,417.9,0.05,794.0,638,156.0,مكتمل,نقدي
38438,339.0,276,2,2,10,509.62,0.0,5096.2,4030,1066.2,مكتمل,أبل باي
38439,481.0,349,3,72,7,293.11,0.15,1743.98,1694,49.98,مكتمل,بطاقة
38440,391.0,267,3,44,4,89.74,0.1,323.08,300,23.08,مكتمل,مدى
38441,399.0,515,3,44,7,598.66,0.1,3771.53,3115,656.53,مكتمل,بطاقة
38442,405.0,729,4,54,10,676.18,0.0,6761.8,4910,1851.8,مكتمل,بطاقة
38443,304.0,653,2,68,5,483.7,0.05,2297.6,1995,302.6,مكتمل,مدى
38444,314.0,544,5,38,2,312.0,0.15,530.4,470,60.4,مكتمل,أبل باي
38445,283.0,793,1,112,7,569.0,0.05,3783.85,3178,605.85,مكتمل,بطاقة
38446,485.0,698,3,72,6,662.9,0.15,3380.76,2856,524.76,مكتمل,أبل باي
38447,231.0,75,1,5,1,503.21,0.2,402.57,379,23.57,مكتمل,نقدي
38448,423.0,512,4,54,3,386.77,0.1,1044.27,960,84.27,مكتمل,نقدي
38449,58.0,529,5,91,7,223.18,0.15,1327.9,1302,25.9,مكتمل,أبل باي
38450,537.0,170,5,91,2,581.39,0.0,1162.78,944,218.78,مكتمل,بطاقة
38451,422.0,67,4,95,7,50.0,0.0,350.0,2506,-2156.0,مكتمل,بطاقة
38452,115.0,491,5,22,10,50.0,0.0,500.0,1110,-610.0,مكتمل,بطاقة
38453,360.0,98,4,90,7,418.58,0.2,2344.02,2205,139.02,مكتمل,أبل باي
38454,145.0,172,1,105,8,247.65,0.15,1684.0,1424,260.0,مكتمل,نقدي
38455,466.0,424,2,103,5,427.7,0.05,2031.6,1765,266.6,مكتمل,أبل باي
38456,97.0,435,2,84,11,95.79,0.1,948.31,770,178.31,مكتمل,أبل باي
38457,193.0,284,2,64,1,23.67,0.0,23.67,19,4.67,مكتمل,بطاقة
38458,515.0,19,1,66,6,36.79,0.0,220.74,162,58.74,مكتمل,مدى
38459,300.0,139,2,68,7,336.31,0.05,2236.43,1729,507.43,مكتمل,أبل باي
38460,356.0,193,2,103,3,356.76,0.0,1070.28,930,140.28,مكتمل,بطاقة
38461,519.0,643,2,26,2,398.8,0.2,638.08,552,86.08,مكتمل,تمارا
38462,254.0,603,2,65,4,426.3,0.05,1619.92,1248,371.92,مكتمل,نقدي
38463,472.0,581,3,72,1,539.85,0.1,485.86,412,73.86,مكتمل,نقدي
38464,80.0,149,4,116,7,455.54,0.15,2710.47,2709,1.47,مكتمل,مدى
38465,324.0,579,1,112,2,317.04,0.2,507.26,508,-0.74,مكتمل,تمارا
38466,243.0,237,3,44,6,510.48,0.1,2756.58,2148,608.58,مكتمل,مدى
38467,213.0,255,2,103,2,62.47,0.15,106.2,96,10.2,مكتمل,أبل باي
38468,539.0,443,4,54,6,186.7,0.1,1008.18,918,90.18,مكتمل,مدى
38469,497.0,367,1,93,5,29.09,0.2,116.35,125,-8.65,مكتمل,بطاقة
38470,448.0,266,3,72,5,139.23,0.2,556.9,485,71.9,مكتمل,مدى
38471,97.0,220,5,91,1,136.86,0.2,109.49,97,12.49,مكتمل,بطاقة
38472,244.0,663,4,116,2,150.6,0.05,286.14,212,74.14,مكتمل,بطاقة
38473,,58,1,41,8,59.39,0.0,475.12,368,107.12,مكتمل,مدى
38474,117.0,207,2,65,3,550.43,0.2,1321.02,1284,37.02,مكتمل,مدى
38475,89.0,78,4,90,1,548.9,0.15,466.56,440,26.56,مكتمل,بطاقة
38476,435.0,416,2,67,11,473.05,0.2,4162.84,3652,510.84,مكتمل,نقدي
38477,509.0,549,3,44,3,79.03,0.0,237.09,189,48.09,مكتمل,أبل باي
38478,20.0,20,2,111,3,379.7,0.0,1139.1,840,299.1,مكتمل,بطاقة
38479,581.0,305,3,44,-5,31.65,0.05,6530.232485574303,115,35.35,مكتمل,نقدي
38480,77.0,23,3,72,1,440.29,0.0,440.29,346,94.29,مكتمل,تمارا
38481,149.0,562,3,44,10,515.54,0.0,5155.4,3970,1185.4,مكتمل,مدى
38482,48.0,99,2,2,10,255.75,0.15,2173.9,1990,183.9,مكتمل,مدى
38483,402.0,550,2,2,6,569.22,0.1,3073.8,2526,547.8,مكتمل,مدى
38484,245.0,286,1,63,5,104.7,0.0,523.5,380,143.5,مكتمل,بطاقة
38485,107.0,329,1,41,9,322.58,0.0,2903.22,2385,518.22,مكتمل,نقدي
38486,170.0,418,4,98,4,397.56,0.0,1590.24,1260,330.24,مكتمل,تمارا
38487,80.0,502,4,90,14,210.12,0.1,2647.54,2338,309.54,مكتمل,مدى
38488,280.0,488,1,118,1,148.04,0.0,148.04,122,26.04,مكتمل,بطاقة
38489,313.0,84,3,44,9,249.35,0.05,2131.92,1737,394.92,مكتمل,مدى
38490,415.0,47,4,54,10,549.97,0.0,5499.7,4310,1189.7,مكتمل,بطاقة
38491,133.0,572,5,38,10,202.44,0.0,2024.4,1410,614.4,مكتمل,بطاقة
38492,184.0,388,2,2,2,403.19,0.2,645.1,596,49.1,مكتمل,نقدي
38493,226.0,721,1,41,6,271.07,0.05,1545.12,1398,147.12,مكتمل,بطاقة
38494,143.0,460,2,111,9,480.61,0.0,4325.49,3249,1076.49,مكتمل,مدى
38495,422.0,584,2,65,3,625.9,0.2,1502.16,1386,116.16,مكتمل,بطاقة
38496,195.0,172,5,22,5,247.65,0.0,1238.25,890,348.25,مكتمل,بطاقة
38497,10.0,278,1,105,8,41.61,0.0,332.88,248,84.88,مكتمل,بطاقة
38498,98.0,614,4,98,2,365.85,0.0,731.7,558,173.7,مكتمل,بطاقة
38499,115.0,567,1,123,7,89.87,0.0,629.09,455,174.09,مكتمل,أبل باي
38500,,258,3,72,1,240.95,0.0,240.95,178,62.95,مكتمل,بطاقة
38501,307.0,773,2,103,10,414.26,0.1,3728.3,2970,758.3,مسترجع,بطاقة
38502,136.0,629,2,68,4,309.76,0.0,1239.04,984,255.04,مكتمل,نقدي
38503,306.0,676,3,44,12,321.97,0.1,3477.24,2952,525.24,مكتمل,نقدي
38504,371.0,578,1,5,8,478.59,0.0,3828.72,3104,724.72,مكتمل,بطاقة
38505,64.0,384,2,103,1,148.03,0.0,148.03,103,45.03,مكتمل,تمارا
38506,490.0,451,2,84,8,222.35,0.15,1512.0,1264,248.0,مكتمل,أبل باي
38507,189.0,716,4,54,2,262.31,0.0,524.62,446,78.62,مكتمل,مدى
38508,123.0,470,4,90,8,527.63,0.05,4010.0,3040,970.0,مكتمل,بطاقة
38509,8.0,729,2,103,10,676.18,0.0,6761.8,4910,1851.8,مكتمل,بطاقة
38510,109.0,94,1,4,9,142.53,0.1,1154.52,891,263.52,مكتمل,مدى
38511,244.0,259,2,111,1,47.46,0.05,45.09,38,7.09,مكتمل,أبل باي
38512,192.0,102,2,2,6,188.74,0.05,1075.8,840,235.8,مكتمل,نقدي
38513,197.0,160,3,72,4,72.05,0.05,273.8,236,37.8,مكتمل,نقدي
38514,124.0,355,2,103,2,639.16,0.0,1278.32,966,312.32,مكتمل,أبل باي
38515,188.0,498,3,72,2,304.84,0.15,518.22,470,48.22,مكتمل,نقدي
38516,418.0,363,2,84,9,53.17,0.15,406.71,378,28.71,مكتمل,نقدي
38517,330.0,203,4,90,4,434.14,0.1,1562.92,1296,266.92,مكتمل,أبل باي
38518,343.0,587,3,44,1,507.95,0.2,406.36,357,49.36,مكتمل,نقدي
38519,31.0,599,5,75,9,116.93,0.0,1052.37,738,314.37,مكتمل,مدى
38520,349.0,47,3,44,6,549.97,0.0,3299.82,2586,713.82,مكتمل,مدى
38521,369.0,459,4,90,4,146.74,0.0,586.96,408,178.96,مكتمل,أبل باي
38522,299.0,441,3,44,3,515.26,0.1,1391.19,1095,296.19,مكتمل,نقدي
38523,24.0,530,2,2,10,453.34,0.1,4080.1,3350,730.1,مكتمل,مدى
38524,242.0,146,5,75,6,581.68,0.0,3490.08,2664,826.08,مكتمل,نقدي
38525,105.0,759,2,64,1,191.06,0.2,152.85,142,10.85,مكتمل,أبل باي
38526,481.0,338,4,98,10,106.67,0.0,1066.7,890,176.7,مكتمل,أبل باي
38527,154.0,489,4,98,2,39.96,0.0,79.92,56,23.92,مكتمل,أبل باي
38528,507.0,117,1,19,8,368.82,0.0,2950.56,2048,902.56,مكتمل,نقدي
38529,493.0,281,2,103,8,268.47,0.0,2147.76,1824,323.76,مكتمل,نقدي
38530,514.0,546,5,91,6,584.4,0.15,2980.44,2484,496.44,مكتمل,نقدي
38531,514.0,228,3,44,2,429.91,0.15,730.84,692,38.84,مسترجع,نقدي
38532,459.0,676,3,44,13,321.97,0.05,3976.31,3198,778.31,مكتمل,بطاقة
38533,,725,1,19,5,550.77,0.05,2616.15,2175,441.15,مكتمل,بطاقة
38534,384.0,239,3,44,9,559.39,0.0,5034.51,4050,984.51,مكتمل,تمارا
38535,497.0,348,1,4,2,56.98,0.05,108.26,84,24.26,مكتمل,نقدي
38536,332.0,395,2,89,8,75.84,0.0,606.72,448,158.72,مكتمل,بطاقة
38537,,109,2,68,6,563.97,0.1,132273.3662535264,2562,483.42,مكتمل,تمارا
38538,365.0,134,4,116,1,7.41,0.2,5.93,6,-0.07,مكتمل,تمارا
38539,235.0,734,4,116,1,669.31,0.0,669.31,474,195.31,مكتمل,نقدي
38540,41.0,28,1,105,6,424.94,0.0,2549.64,2100,449.64,مكتمل,نقدي
38541,419.0,601,1,105,7,252.35,0.0,1766.45,1407,359.45,مكتمل,مدى
38542,545.0,745,1,12,7,493.93,0.15,2938.88,2695,243.88,مكتمل,نقدي
38543,,640,2,26,2,247.64,0.2,396.22,428,-31.78,مكتمل,تمارا
38544,379.0,403,1,123,10,11.16,0.0,111.6,90,21.6,مكتمل,بطاقة
38545,,607,3,44,1,348.77,0.0,348.77,260,88.77,مكتمل,نقدي
38546,59.0,429,3,72,7,246.18,0.0,1723.26,1267,456.26,مكتمل,بطاقة
38547,31.0,635,4,54,7,562.79,0.15,3348.59,2807,541.59,مسترجع,نقدي
38548,349.0,143,4,98,7,274.8,0.15,1635.06,1666,-30.94,مكتمل,مدى
38549,506.0,297,2,68,8,184.14,0.15,1252.16,1072,180.16,مكتمل,مدى
38550,263.0,29,2,26,6,195.7,0.0,1174.2,900,274.2,مكتمل,مدى
38551,139.0,754,2,26,10,161.5,0.15,1372.8,1280,92.8,مكتمل,مدى
38552,227.0,677,4,90,2,101.48,0.05,192.82,172,20.82,مكتمل,نقدي
38553,535.0,571,5,91,2,336.14,0.0,672.28,560,112.28,مكتمل,بطاقة
38554,41.0,8,2,26,5,597.34,0.15,2538.7,2390,148.7,مكتمل,بطاقة
38555,16.0,282,1,112,6,573.48,0.0,3440.88,2742,698.88,مكتمل,أبل باي
38556,,143,2,126,1,274.8,0.1,247.32,238,9.32,مكتمل,نقدي
38557,170.0,172,3,44,5,247.65,0.0,1238.25,890,348.25,مكتمل,تمارا
38558,543.0,112,3,72,1,474.99,0.05,451.24,381,70.24,مكتمل,بطاقة
38559,28.0,97,5,22,7,69.51,0.1,437.92,336,101.92,مكتمل,تمارا
38560,288.0,753,1,105,7,549.23,0.1,3460.17,2982,478.17,مكتمل,بطاقة
38561,57.0,13,2,103,7,130.76,0.05,869.54,721,148.54,مكتمل,مدى
38562,15.0,11,3,72,9,142.76,0.1,1156.32,1062,94.32,مكتمل,نقدي
38563,535.0,727,5,91,1,307.43,0.15,261.32,248,13.32,مكتمل,أبل باي
38564,523.0,623,4,95,2,89.79,0.0,179.58,130,49.58,مكتمل,مدى
38565,465.0,713,1,94,7,290.86,0.0,2036.02,1498,538.02,ملغي,مدى
38566,383.0,789,2,67,10,304.19,0.0,3041.9,2270,771.9,مكتمل,نقدي
38567,113.0,214,1,105,5,76.76,0.15,326.25,290,36.25,مكتمل,بطاقة
38568,221.0,486,1,93,6,61.1,0.2,293.28,282,11.28,مكتمل,مدى
38569,359.0,600,3,72,7,69.53,0.0,486.71,343,143.71,مكتمل,مدى
38570,107.0,138,2,84,9,174.44,0.2,1255.95,1116,139.95,مكتمل,بطاقة
38571,268.0,618,1,93,3,69.94,0.0,209.82,147,62.82,مكتمل,بطاقة
38572,215.0,477,1,105,3,364.39,0.0,1093.17,831,262.17,مكتمل,بطاقة
38573,143.0,208,1,12,10,222.67,0.15,1892.7,1650,242.7,مكتمل,بطاقة
38574,336.0,756,3,44,5,614.14,0.0,3070.7,2165,905.7,مكتمل,أبل باي
38575,270.0,41,4,95,9,318.69,0.05,2724.84,2232,492.84,مكتمل,بطاقة
38576,225.0,28,1,4,7,424.94,0.05,2825.83,2450,375.83,مكتمل,مدى
38577,51.0,359,4,90,10,193.47,0.15,1644.5,1490,154.5,مكتمل,مدى
38578,340.0,649,2,17,4,237.02,0.15,805.88,664,141.88,مكتمل,مدى
38579,518.0,5,3,72,3,411.83,0.0,1235.49,873,362.49,مكتمل,مدى
38580,414.0,636,3,72,3,50.0,0.2,120.0,27,93.0,مكتمل,مدى
38581,461.0,542,5,91,10,170.89,0.0,1708.9,1230,478.9,مكتمل,تمارا
38582,522.0,86,2,89,1,162.15,0.2,129.72,133,-3.28,مكتمل,أبل باي
38583,162.0,705,5,38,2,248.56,0.1,447.4,396,51.4,مكتمل,مدى
38584,462.0,716,1,94,3,262.31,0.0,786.93,669,117.93,مكتمل,أبل باي
38585,139.0,354,1,4,5,268.16,0.1,1206.7,1095,111.7,مكتمل,مدى
38586,378.0,276,5,22,9,509.62,0.2,3669.3,3627,42.3,مسترجع,تمارا
38587,338.0,574,2,67,4,603.35,0.15,2051.4,1792,259.4,مكتمل,نقدي
38588,,33,1,123,1,432.52,0.0,432.52,327,105.52,مكتمل,نقدي
38589,452.0,550,2,126,12,569.22,0.0,6830.64,5052,1778.64,مكتمل,أبل باي
38590,428.0,273,2,103,8,537.43,0.1,3869.52,3104,765.52,مسترجع,نقدي
38591,248.0,156,1,123,3,398.88,0.1,1076.97,1038,38.97,مكتمل,تمارا
38592,544.0,681,3,72,3,232.44,0.2,557.85,501,56.85,مكتمل,تمارا
38593,,132,5,75,7,541.88,0.2,3034.5,3185,-150.5,مكتمل,أبل باي
38594,171.0,544,4,54,7,312.0,0.0,2184.0,1645,539.0,ملغي,مدى
38595,432.0,725,2,17,7,550.77,0.15,3277.05,3045,232.05,مكتمل,أبل باي
38596,511.0,551,1,12,1,360.86,0.2,288.69,307,-18.31,مكتمل,تمارا
38597,81.0,80,1,66,2,192.24,0.1,346.04,292,54.04,مكتمل,نقدي
38598,429.0,307,4,54,5,521.81,0.1,2348.15,2070,278.15,مكتمل,مدى
38599,132.0,455,3,44,9,517.86,0.0,4660.74,3861,799.74,مكتمل,بطاقة
38600,398.0,781,1,63,3,377.18,0.05,1074.96,966,108.96,مكتمل,مدى
38601,448.0,776,2,9,7,69.73,0.05,463.68,378,85.68,مكتمل,نقدي
38602,149.0,9,3,72,6,612.62,0.15,3124.38,2682,442.38,مكتمل,بطاقة
38603,297.0,730,1,112,8,504.87,0.1,3635.04,3344,291.04,مكتمل,مدى
38604,504.0,315,1,63,7,194.57,0.0,1361.99,1015,346.99,مكتمل,نقدي
38605,149.0,574,5,75,3,603.35,0.0,1810.05,1344,466.05,مكتمل,نقدي
38606,521.0,127,1,19,2,15.79,0.05,30.0,24,6.0,مكتمل,تمارا
38607,487.0,392,4,95,9,396.78,0.2,2856.78,2628,228.78,مكتمل,مدى
38608,130.0,645,4,98,3,651.29,0.2,1563.09,1392,171.09,مكتمل,مدى
38609,357.0,612,2,97,6,679.53,0.2,3261.72,2940,321.72,مكتمل,مدى
38610,427.0,544,3,44,4,312.0,0.15,1060.8,940,120.8,مكتمل,نقدي
